"","CaseID","contest_no","Education","Gender","Country of Origin","Reason for Application","Job","Job Experience","Job Plans","Prior Entry","Language Skills","Chosen_Immigrant","ethnocentrism","profile","LangPos","PriorPos"
"4072",455,1,"graduate degree","male","Iraq","escape persecution","doctor","1-2 years","no plans to look for work","once w/o authorization","fluent English",0,46.666668,2,1,9
"4073",455,2,"college degree","male","Sudan","seek better job","research scientist","none","contract with employer","once w/o authorization","tried English but unable",0,46.666668,1,1,9
"4074",455,2,"4th grade","male","Philippines","reunite with family","gardener","1-2 years","no plans to look for work","six months with family","used interpreter",1,46.666668,2,1,9
"4075",455,3,"two-year college","male","France","seek better job","doctor","none","no plans to look for work","six months with family","used interpreter",1,46.666668,1,1,9
"4076",455,3,"college degree","female","Sudan","reunite with family","research scientist","none","will look for work","six months with family","used interpreter",0,46.666668,2,1,9
"4077",455,4,"no formal","female","Mexico","seek better job","janitor","none","contract with employer","once w/o authorization","used interpreter",1,46.666668,1,1,9
"4078",455,4,"college degree","female","China","reunite with family","computer programmer","1-2 years","no plans to look for work","many times as tourist","fluent English",0,46.666668,2,1,9
"4079",455,5,"no formal","female","France","reunite with family","construction worker","3-5 years","will look for work","once w/o authorization","tried English but unable",0,46.666668,1,1,9
"4080",455,5,"two-year college","male","China","seek better job","teacher","1-2 years","will look for work","many times as tourist","used interpreter",1,46.666668,2,1,9
"4081",456,1,"no formal","male","India","reunite with family","gardener","1-2 years","interviews with employer","once as tourist","used interpreter",0,50,1,2,8
"4082",456,1,"4th grade","male","Sudan","escape persecution","child care provider","none","no plans to look for work","once w/o authorization","fluent English",1,50,2,2,8
"4083",456,2,"8th grade","male","India","seek better job","teacher","5+ years","contract with employer","never","fluent English",1,50,1,2,8
"4084",456,2,"8th grade","male","China","escape persecution","waiter","3-5 years","contract with employer","once as tourist","used interpreter",0,50,2,2,8
"4085",456,3,"two-year college","female","Iraq","seek better job","computer programmer","5+ years","contract with employer","many times as tourist","used interpreter",0,50,1,2,8
"4086",456,3,"college degree","female","China","escape persecution","computer programmer","1-2 years","interviews with employer","once as tourist","used interpreter",1,50,2,2,8
"4087",456,4,"two-year college","female","Mexico","seek better job","construction worker","5+ years","will look for work","never","broken English",1,50,1,2,8
"4088",456,4,"college degree","male","Somalia","reunite with family","gardener","1-2 years","interviews with employer","once as tourist","tried English but unable",0,50,2,2,8
"4089",456,5,"graduate degree","female","Germany","reunite with family","computer programmer","none","no plans to look for work","once as tourist","broken English",0,50,1,2,8
"4090",456,5,"4th grade","female","Mexico","reunite with family","janitor","1-2 years","contract with employer","many times as tourist","broken English",1,50,2,2,8
"4091",457,1,"college degree","male","Mexico","seek better job","research scientist","1-2 years","contract with employer","six months with family","fluent English",1,65,1,8,7
"4092",457,1,"8th grade","male","France","reunite with family","child care provider","1-2 years","will look for work","once w/o authorization","used interpreter",0,65,2,8,7
"4093",457,2,"high school","male","China","seek better job","child care provider","1-2 years","no plans to look for work","never","fluent English",1,65,1,8,7
"4094",457,2,"4th grade","male","Sudan","seek better job","teacher","none","contract with employer","never","used interpreter",0,65,2,8,7
"4095",457,3,"high school","female","Somalia","escape persecution","waiter","3-5 years","interviews with employer","many times as tourist","used interpreter",1,65,1,8,7
"4096",457,3,"two-year college","female","France","reunite with family","construction worker","5+ years","no plans to look for work","never","used interpreter",0,65,2,8,7
"4097",457,4,"high school","female","Germany","reunite with family","waiter","1-2 years","no plans to look for work","never","broken English",1,65,1,8,7
"4098",457,4,"college degree","male","Iraq","reunite with family","janitor","5+ years","contract with employer","six months with family","used interpreter",0,65,2,8,7
"4099",457,5,"no formal","female","India","reunite with family","construction worker","none","contract with employer","many times as tourist","broken English",1,65,1,8,7
"4100",457,5,"two-year college","male","Iraq","reunite with family","nurse","1-2 years","no plans to look for work","once as tourist","used interpreter",0,65,2,8,7
"4101",458,1,"8th grade","male","Iraq","reunite with family","teacher","none","will look for work","many times as tourist","tried English but unable",0,0.33333588,1,1,9
"4102",458,1,"8th grade","female","Mexico","reunite with family","child care provider","3-5 years","contract with employer","once w/o authorization","fluent English",1,0.33333588,2,1,9
"4103",458,2,"graduate degree","female","China","reunite with family","construction worker","3-5 years","contract with employer","once as tourist","broken English",1,0.33333588,1,1,9
"4104",458,2,"4th grade","female","India","seek better job","teacher","1-2 years","no plans to look for work","never","tried English but unable",0,0.33333588,2,1,9
"4105",458,3,"two-year college","male","Somalia","escape persecution","nurse","1-2 years","will look for work","six months with family","fluent English",0,0.33333588,1,1,9
"4106",458,3,"4th grade","female","Sudan","escape persecution","janitor","1-2 years","will look for work","many times as tourist","fluent English",1,0.33333588,2,1,9
"4107",458,4,"college degree","male","Sudan","reunite with family","computer programmer","3-5 years","contract with employer","six months with family","tried English but unable",1,0.33333588,1,1,9
"4108",458,4,"graduate degree","female","France","reunite with family","nurse","3-5 years","contract with employer","once as tourist","broken English",0,0.33333588,2,1,9
"4109",458,5,"two-year college","female","Poland","seek better job","gardener","5+ years","interviews with employer","never","broken English",1,0.33333588,1,1,9
"4110",458,5,"high school","male","Poland","seek better job","construction worker","none","interviews with employer","once as tourist","fluent English",0,0.33333588,2,1,9
"4111",459,1,"high school","male","Germany","reunite with family","teacher","1-2 years","interviews with employer","never","tried English but unable",1,6.666664,1,7,6
"4112",459,1,"two-year college","female","Germany","seek better job","child care provider","none","will look for work","never","fluent English",0,6.666664,2,7,6
"4113",459,2,"two-year college","female","India","reunite with family","janitor","3-5 years","no plans to look for work","many times as tourist","used interpreter",0,6.666664,1,7,6
"4114",459,2,"college degree","male","Germany","reunite with family","waiter","1-2 years","interviews with employer","once w/o authorization","broken English",1,6.666664,2,7,6
"4115",459,3,"graduate degree","female","Philippines","reunite with family","nurse","5+ years","will look for work","once as tourist","tried English but unable",1,6.666664,1,7,6
"4116",459,3,"two-year college","female","Mexico","reunite with family","financial analyst","none","will look for work","once w/o authorization","broken English",0,6.666664,2,7,6
"4117",459,4,"two-year college","female","Somalia","escape persecution","teacher","1-2 years","will look for work","once as tourist","used interpreter",1,6.666664,1,7,6
"4118",459,4,"college degree","female","Philippines","reunite with family","financial analyst","1-2 years","no plans to look for work","never","fluent English",0,6.666664,2,7,6
"4119",459,5,"college degree","male","Somalia","seek better job","gardener","3-5 years","no plans to look for work","never","broken English",0,6.666664,1,7,6
